cap,location
"The packing may be renewed at intervals until the wound is filled by granulations; or, in the course of a few days when it becomes evident that the infection has been overcome, _secondary_ sutures may be introduced and the edges drawn together, provision being made at the ends for further packing or for drainage-tubes.",['surface']
This form of bleeding is serious in those who are the subjects of haemophilia.,['surface']
Adrenalin and turpentine are the most useful drugs for this purpose.,['surface']
"All the muscles of the arm, forearm, and hand are paralysed, and, as a rule, also the pectorals and spinati, but the rhomboids and serratus anterior escape.",['surface']
"Warts are met with chiefly on the hands, and are often multiple, occurring in clusters or in successive crops.",['surface']
"The formation of new bone by the osteoblasts may be _defective_ as a result of physiological conditions, such as old age and disease of a part, and defective formation is often associated with atrophy, or more strictly speaking, absorption, of the existing bone, as is well seen in the edentulous jaw and in the neck of the femur of a person advanced in years.",['surface']
"On the other hand, the formation of new bone may be _exaggerated_, the osteoblasts being excited to abnormal activity by stimuli of different kinds: for example, the secretion of certain glandular organs, such as the pituitary and thyreoid; the diluted toxins of certain micro-organisms, such as the staphylococcus aureus and the spirochaete of syphilis; a condition of hyperaemia, such as that produced artificially by the application of a Bier's bandage or that which accompanies a chronic leg-ulcer.",['surface']
"Such conditions as, for example, a blow, some extra exertion such as a long walk, or exposure to cold, as in wading, may act as localising factors.",['surface']
"While the occurrence of purely periosteal suppuration is regarded as possible, we are of opinion that the embolic form of staphylococcal osteomyelitis always originates in the marrow.",['surface']
"Where there is greater resistance on the part of the tissues, there is active formation of young connective tissue which circumscribes or encapsulates the tubercles, so that they remain embedded in the substance of the membrane, and are only seen on cutting into it.",['surface']
"In rare instances the synovial membrane presents nodular masses or lumps, resembling the tuberculous tumours met with in the brain; they project into the cavity of the joint, are often pedunculated, and may give rise to the symptoms of loose body.",['surface']
